id_acao,empresa_id,data_ajuizamento,tipo_contratacao,causa_principal,valor_acao,houve_acordo,resultado_final,tempo_empresa_colaborador,afastamento_previo
858,85,2025-04-28,Estágio,Vínculo Empregatício,38917.36,Sim,Arquivada (acordo),14.8,Não
859,72,2026-02-24,Terceirizado,Equiparação Salarial,63214.22,Sim,Arquivada (acordo),6.3,Não
860,90,2023-10-01,Estágio,Assédio Sexual,11341.88,Sim,Parcialmente procedente,9.4,Não
861,58,2026-04-15,Estágio,Equiparação Salarial,77633.32,Não,Parcialmente procedente,4.8,Sim
862,21,2023-08-06,PJ,Assédio Moral,8893.26,Não,Arquivada (acordo),6.1,Não
863,51,2024-08-31,PJ,Equiparação Salarial,28568.04,Sim,Improcedente,8.0,Sim
864,59,2024-06-24,Estágio,Horas Extras,40470.08,Sim,Arquivada (acordo),5.0,Sim
865,59,2026-04-14,Estágio,Equiparação Salarial,72949.68,Sim,Parcialmente procedente,5.0,Sim
866,34,2025-11-23,PJ,Verbas Rescisórias,43924.48,Sim,Arquivada (acordo),14.5,Sim
867,19,2025-11-10,Estágio,Assédio Moral,12363.16,Sim,Parcialmente procedente,4.1,Sim
868,85,2024-06-02,CLT,FGTS,55255.05,Sim,Parcialmente procedente,12.3,Não
869,100,2024-06-07,PJ,FGTS,26627.72,Sim,Arquivada (acordo),7.5,Não
870,81,2025-08-03,PJ,Acidente de Trabalho,65561.85,Sim,Parcialmente procedente,8.6,Não
871,47,2025-06-09,Terceirizado,Verbas Rescisórias,56792.06,Sim,Procedente,4.9,Não
872,26,2024-05-19,Estágio,Horas Extras,30759.07,Não,Arquivada (acordo),6.1,Sim
873,39,2024-11-11,PJ,Assédio Sexual,52923.85,Sim,Parcialmente procedente,5.8,Não
874,57,2024-03-08,PJ,Assédio Moral,62462.5,Não,Parcialmente procedente,2.9,Não
875,91,2023-06-05,CLT,Acidente de Trabalho,53585.39,Sim,Procedente,3.1,Sim
876,73,2024-04-12,CLT,Assédio Sexual,48110.11,Sim,Arquivada (acordo),1.5,Não
877,99,2024-10-25,CLT,Equiparação Salarial,21295.16,Sim,Parcialmente procedente,11.2,Sim
878,16,2025-10-12,PJ,Assédio Moral,6421.19,Sim,Parcialmente procedente,13.4,Sim
879,4,2026-01-18,Estágio,Assédio Sexual,30792.73,Sim,Procedente,3.2,Sim
880,82,2024-08-08,Terceirizado,Assédio Moral,11309.12,Não,Parcialmente procedente,3.8,Sim
881,40,2025-05-02,PJ,Horas Extras,63310.73,Sim,Procedente,2.5,Não
882,77,2025-07-29,PJ,Assédio Moral,21532.55,Sim,Procedente,13.0,Sim
883,31,2025-08-19,Estágio,Verbas Rescisórias,39638.26,Sim,Improcedente,11.0,Não
884,39,2023-11-21,PJ,Verbas Rescisórias,77824.32,Sim,Procedente,1.0,Sim
885,100,2025-01-16,Terceirizado,Assédio Moral,57452.99,Sim,Procedente,5.0,Não
886,2,2026-05-04,Estágio,Vínculo Empregatício,78895.72,Não,Improcedente,4.0,Sim
887,78,2023-07-02,Terceirizado,Horas Extras,46329.5,Sim,Improcedente,1.0,Não
888,41,2024-07-31,PJ,Assédio Sexual,36325.05,Não,Parcialmente procedente,3.2,Sim
889,92,2025-07-25,Terceirizado,Assédio Sexual,60909.59,Sim,Improcedente,1.9,Não
890,72,2025-03-26,PJ,Assédio Sexual,55760.16,Sim,Procedente,6.3,Sim
891,93,2026-04-07,Estágio,Equiparação Salarial,46163.96,Sim,Procedente,2.7,Sim
892,93,2025-07-10,Estágio,Assédio Moral,77216.69,Não,Improcedente,3.5,Não
893,97,2025-07-23,PJ,Equiparação Salarial,13570.19,Não,Parcialmente procedente,9.9,Sim
894,42,2025-08-10,PJ,Assédio Moral,37692.25,Sim,Arquivada (acordo),8.4,Não
895,12,2025-03-01,Estágio,FGTS,28555.5,Não,Parcialmente procedente,12.5,Sim
896,72,2024-04-15,Terceirizado,Assédio Sexual,12803.86,Sim,Arquivada (acordo),6.2,Sim
897,42,2023-09-13,CLT,Equiparação Salarial,41469.46,Sim,Procedente,14.8,Sim
898,66,2024-04-11,PJ,Assédio Moral,71903.95,Sim,Improcedente,12.1,Não
899,8,2026-04-14,Estágio,FGTS,74105.37,Sim,Procedente,11.9,Sim
900,53,2025-07-17,PJ,FGTS,39598.12,Sim,Arquivada (acordo),7.1,Não
901,8,2026-03-10,CLT,Verbas Rescisórias,15356.29,Sim,Parcialmente procedente,0.5,Não
902,30,2024-01-20,Terceirizado,Horas Extras,57828.52,Sim,Parcialmente procedente,6.9,Não
903,58,2024-10-16,Estágio,Assédio Moral,25966.69,Não,Parcialmente procedente,8.9,Sim
904,1,2026-05-27,CLT,Verbas Rescisórias,75595.15,Sim,Arquivada (acordo),7.8,Sim
905,97,2025-12-19,CLT,Assédio Moral,74735.14,Sim,Procedente,5.6,Sim
906,91,2026-01-09,CLT,Verbas Rescisórias,46245.41,Sim,Arquivada (acordo),11.1,Sim
907,23,2024-11-14,CLT,Equiparação Salarial,7620.15,Sim,Arquivada (acordo),4.2,Sim
908,73,2025-07-24,PJ,Assédio Sexual,51951.28,Sim,Parcialmente procedente,3.0,Não
909,35,2026-01-25,PJ,Equiparação Salarial,26335.6,Sim,Arquivada (acordo),12.7,Não
910,10,2024-03-21,CLT,Acidente de Trabalho,41940.0,Sim,Arquivada (acordo),13.8,Não
911,10,2023-09-10,CLT,Assédio Moral,57472.2,Sim,Arquivada (acordo),0.7,Não
912,13,2023-12-07,CLT,Assédio Moral,64663.61,Não,Procedente,12.0,Não
913,89,2025-11-12,PJ,Equiparação Salarial,9536.53,Sim,Improcedente,2.9,Sim
914,100,2025-02-10,Terceirizado,FGTS,64760.84,Não,Arquivada (acordo),9.9,Não
915,100,2024-05-12,PJ,FGTS,78405.91,Não,Arquivada (acordo),12.3,Sim
916,66,2025-10-07,Terceirizado,Vínculo Empregatício,34568.39,Não,Procedente,14.2,Sim
917,62,2023-05-29,CLT,Acidente de Trabalho,30384.38,Não,Parcialmente procedente,4.8,Sim
918,51,2026-05-05,Terceirizado,Assédio Sexual,46800.43,Sim,Parcialmente procedente,7.1,Sim
919,100,2025-09-18,Terceirizado,FGTS,9970.64,Não,Arquivada (acordo),3.8,Não
920,33,2026-03-05,PJ,FGTS,28510.09,Não,Procedente,3.0,Sim
921,84,2024-11-24,Terceirizado,Horas Extras,69274.68,Não,Arquivada (acordo),10.8,Não
922,41,2026-04-14,CLT,Assédio Moral,68488.36,Não,Improcedente,0.9,Sim
923,9,2024-08-05,Estágio,Horas Extras,59657.85,Sim,Improcedente,13.8,Sim
924,88,2024-07-18,Terceirizado,Horas Extras,45756.23,Não,Procedente,12.1,Não
925,95,2023-12-29,Terceirizado,Assédio Moral,38064.51,Não,Procedente,11.8,Não
926,72,2025-09-11,Estágio,Equiparação Salarial,51587.9,Sim,Arquivada (acordo),6.1,Sim
927,54,2023-12-05,CLT,Assédio Moral,26258.74,Não,Procedente,3.7,Sim
928,72,2023-08-30,CLT,Equiparação Salarial,41897.4,Não,Procedente,8.8,Não
929,40,2023-12-13,PJ,Assédio Moral,13503.8,Não,Parcialmente procedente,7.2,Não
930,65,2025-04-04,CLT,Acidente de Trabalho,43230.15,Sim,Procedente,11.9,Sim
931,6,2026-01-23,PJ,Assédio Moral,22088.73,Não,Improcedente,5.2,Não
932,74,2024-01-21,Terceirizado,FGTS,46733.43,Não,Procedente,1.9,Sim
933,81,2024-07-11,PJ,FGTS,10358.48,Sim,Improcedente,11.0,Não
934,86,2024-03-20,Estágio,Verbas Rescisórias,42076.32,Sim,Procedente,4.1,Sim
935,70,2025-08-26,Estágio,Equiparação Salarial,18119.12,Não,Procedente,6.8,Não
936,6,2024-01-14,PJ,FGTS,77954.03,Sim,Arquivada (acordo),12.5,Sim
937,93,2025-06-06,PJ,Equiparação Salarial,17679.69,Sim,Arquivada (acordo),5.5,Não
938,66,2025-01-13,Estágio,Acidente de Trabalho,66537.67,Sim,Procedente,6.2,Não
939,33,2024-04-23,CLT,Assédio Sexual,21578.48,Sim,Parcialmente procedente,9.5,Não
940,34,2024-07-15,PJ,FGTS,50540.21,Sim,Improcedente,5.7,Sim
941,69,2024-10-12,PJ,Assédio Moral,74910.44,Sim,Improcedente,7.5,Sim
942,10,2025-12-04,Terceirizado,Assédio Moral,16299.29,Sim,Procedente,12.5,Não
943,31,2024-06-22,Terceirizado,Horas Extras,33500.51,Não,Improcedente,2.4,Sim
944,93,2024-12-13,PJ,Assédio Sexual,49644.13,Sim,Improcedente,8.7,Sim
945,85,2024-02-29,Terceirizado,Assédio Sexual,36297.75,Sim,Arquivada (acordo),7.0,Sim
946,40,2025-05-06,CLT,Verbas Rescisórias,72028.23,Sim,Parcialmente procedente,12.3,Sim
947,67,2025-12-24,Terceirizado,Assédio Sexual,71656.43,Sim,Procedente,5.4,Não
948,57,2026-04-24,Terceirizado,Verbas Rescisórias,43323.52,Sim,Arquivada (acordo),5.5,Não
949,3,2023-05-31,CLT,Horas Extras,13634.4,Não,Parcialmente procedente,8.3,Não
950,35,2025-02-14,CLT,Assédio Moral,11353.42,Não,Parcialmente procedente,10.2,Sim
951,2,2024-02-20,CLT,Assédio Moral,52723.3,Sim,Parcialmente procedente,6.8,Não
952,43,2026-04-13,Terceirizado,Horas Extras,75727.98,Sim,Parcialmente procedente,6.3,Não
953,66,2025-07-30,Estágio,FGTS,77897.14,Sim,Procedente,5.4,Não
954,90,2024-02-26,PJ,Equiparação Salarial,79989.87,Sim,Parcialmente procedente,2.3,Não
955,96,2024-09-02,PJ,Acidente de Trabalho,36827.35,Sim,Procedente,9.8,Não
956,25,2024-08-27,Estágio,Equiparação Salarial,59339.97,Sim,Parcialmente procedente,0.6,Não
957,14,2025-09-11,CLT,Assédio Moral,31195.22,Sim,Parcialmente procedente,13.6,Não
958,38,2026-04-01,Terceirizado,Acidente de Trabalho,79521.49,Sim,Parcialmente procedente,7.6,Sim
959,27,2023-07-14,Estágio,Vínculo Empregatício,30725.82,Sim,Procedente,8.5,Não
960,5,2024-03-28,CLT,Assédio Moral,61167.72,Sim,Parcialmente procedente,12.5,Sim
961,19,2024-05-07,Estágio,Assédio Sexual,68713.75,Sim,Improcedente,10.0,Não
962,99,2023-10-17,Terceirizado,Assédio Sexual,69920.82,Sim,Procedente,9.8,Sim
963,47,2024-03-01,Estágio,Assédio Moral,10257.86,Não,Parcialmente procedente,5.4,Sim
964,72,2024-04-30,Terceirizado,Horas Extras,41362.29,Não,Arquivada (acordo),2.4,Não
965,83,2024-04-29,Estágio,Assédio Moral,59378.46,Sim,Arquivada (acordo),4.1,Sim
966,14,2024-08-11,Estágio,Horas Extras,57418.88,Sim,Procedente,14.8,Não
967,18,2025-02-02,CLT,Verbas Rescisórias,32173.63,Sim,Arquivada (acordo),9.6,Sim
968,74,2024-08-09,Estágio,Assédio Sexual,18577.68,Não,Arquivada (acordo),14.8,Sim
969,65,2025-09-29,CLT,Verbas Rescisórias,12089.12,Sim,Procedente,2.3,Sim
970,15,2023-08-26,Terceirizado,Assédio Sexual,35408.89,Não,Improcedente,1.4,Não
971,34,2026-02-24,CLT,Assédio Moral,58607.71,Não,Procedente,4.7,Sim
972,35,2026-03-20,CLT,Acidente de Trabalho,77712.99,Não,Arquivada (acordo),10.0,Não
973,22,2025-07-05,Terceirizado,Assédio Moral,61511.13,Sim,Arquivada (acordo),2.2,Não
974,70,2025-03-31,Estágio,Assédio Moral,73237.5,Sim,Improcedente,9.2,Sim
975,14,2023-08-24,PJ,Verbas Rescisórias,66665.07,Não,Arquivada (acordo),10.7,Sim
976,46,2025-02-07,Estágio,Vínculo Empregatício,77656.59,Não,Improcedente,11.2,Sim
977,64,2023-06-11,Estágio,Verbas Rescisórias,59164.32,Sim,Improcedente,2.9,Não
978,32,2023-10-27,Terceirizado,Acidente de Trabalho,16609.91,Sim,Procedente,10.2,Sim
979,64,2024-11-23,Terceirizado,Acidente de Trabalho,40912.94,Não,Parcialmente procedente,5.5,Não
980,99,2026-02-14,PJ,Assédio Sexual,62800.87,Não,Parcialmente procedente,3.7,Sim
981,93,2025-04-03,PJ,FGTS,11691.01,Sim,Parcialmente procedente,6.1,Não
982,90,2024-03-29,Terceirizado,Vínculo Empregatício,68816.82,Não,Arquivada (acordo),4.7,Sim
983,81,2024-10-25,CLT,Vínculo Empregatício,65577.41,Não,Arquivada (acordo),9.7,Sim
984,72,2024-12-20,Terceirizado,Acidente de Trabalho,46426.73,Não,Improcedente,3.6,Não
985,97,2025-01-05,PJ,Equiparação Salarial,72341.12,Sim,Arquivada (acordo),5.5,Não
986,71,2023-12-14,Terceirizado,Assédio Sexual,14383.08,Sim,Procedente,10.3,Não
987,23,2025-10-11,CLT,Horas Extras,39688.81,Não,Improcedente,10.8,Sim
988,24,2024-05-20,PJ,Vínculo Empregatício,61043.83,Sim,Parcialmente procedente,13.0,Sim
989,42,2026-03-10,CLT,FGTS,66840.14,Sim,Procedente,3.9,Não
990,31,2024-09-05,CLT,FGTS,52772.25,Sim,Arquivada (acordo),12.7,Sim
991,70,2025-06-13,Estágio,Assédio Sexual,52140.71,Sim,Arquivada (acordo),1.6,Não
992,88,2025-06-13,PJ,Verbas Rescisórias,63758.31,Não,Arquivada (acordo),2.7,Não
993,45,2023-07-22,Terceirizado,Horas Extras,25656.84,Não,Parcialmente procedente,7.1,Sim
994,95,2024-01-06,Terceirizado,Verbas Rescisórias,49878.45,Não,Procedente,4.0,Não
995,56,2024-08-27,CLT,Horas Extras,16157.5,Não,Improcedente,8.0,Não
996,88,2024-09-30,Estágio,Acidente de Trabalho,46423.19,Sim,Improcedente,4.3,Não
997,55,2025-06-07,PJ,Assédio Moral,36497.69,Não,Procedente,7.3,Não
998,41,2025-06-24,Terceirizado,Assédio Sexual,77281.05,Sim,Procedente,10.4,Não
999,83,2024-04-16,CLT,Assédio Moral,34703.31,Não,Parcialmente procedente,6.9,Não
1000,13,2023-11-24,Estágio,Verbas Rescisórias,45909.52,Sim,Parcialmente procedente,7.6,Sim
